;category;title;description;price;level;img_alt;img_url;product_quantity;product_details;img_src
111;PROGRAMOWANIE;Kurs TypeScript;Naucz się TypeScript i zapewnij sobie przewagę na deweloperami używającymi standardowego JavaScript;29;Podstawowy;Kurs TypeScript;;1000;6 materiałów treningowych i 40 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_typescript.jpg
112;PROGRAMOWANIE;Kurs Visual Studio Code;Zacznij używać nowoczesnego edytora stworzonego dla webdeveloperów;29;Podstawowy;Kurs Visual Studio Code;;1000;8 materiałów treningowych i 48 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_visual_studio_code.jpg
113;PROGRAMOWANIE;Fundamenty programowania w języku Kotlin;Poznaj język, który już dziś zastępuje JAVĘ;39;Podstawowy;Fundamenty programowania w języku Kotlin;;1000;16 materiałów treningowych i 83 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kotlin.jpg
114;PROGRAMOWANIE;Kurs Google Firebase - szybkie tworzenie aplikacji;Wykorzystaj możliwości Google Firebase do tworzenia szybkich i wydajnych aplikacji;49;Podstawowy;Kurs Google Firebase - szybkie tworzenie aplikacji;;1000;4 materiałów treningowych i 24 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/google_firebase.jpg
115;PROGRAMOWANIE;Kurs Bootstrap 4 - praktyczny projekt;Stwórz kompletną i funkcjonalną stronę z Bootstrap 4;49;Średniozaawansowany;Kurs Bootstrap 4 - praktyczny projekt;;1000;7 materiałów treningowych i 80 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/bootstrap4_projekt.jpg
116;PROGRAMOWANIE;Kurs Bootstrap 4 - od podstaw;Wykorzystaj nowe możliwości Bootstrap 4 do tworzenia nowoczesnych, responsywnych stron;49;Podstawowy;Kurs Bootstrap 4 - od podstaw;;1000;10 materiałów treningowych i 75 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/bootstrap4_podstawy.jpg
117;PROGRAMOWANIE;Kurs Spring Framework od podstaw;Opanuj podstawy frameworka Spring i twórz wydajne aplikacje w Java;49;Podstawowy;Kurs Spring Framework od podstaw;;1000;6 materiałów treningowych i 49 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/spring_framework.jpg
118;PROGRAMOWANIE;Fundamenty programowania obiektowego;Opanuj sztukę programowania obiektowego krok po kroku;39;Podstawowy;Fundamenty programowania obiektowego;;1000;5 materiałów treningowych i 45 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_programowanie_obiektowe.jpg
119;PROGRAMOWANIE;Kurs Android - tworzenie aplikacji w praktyce;Rozwiń swoje umiejętności Android developera i twórz jeszcze lepsze aplikacje;49;Średniozaawansowany;Kurs Android - tworzenie aplikacji w praktyce;;1000;3 materiałów treningowych i 50 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_android_tworzenie_aplikacji_w_praktyce.jpg
120;PROGRAMOWANIE;Wzorce projektowe - wprowadzenie;Opanuj podstawy pracy z wzorcami projektowymi i zostań lepszym programistą;49;Podstawowy;Wzorce projektowe - wprowadzenie;;1000;4 materiałów treningowych i 50 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wzorce_projektowe.jpg
121;PROGRAMOWANIE;Kurs Angular 4 - zaawansowany;Opanuj zaawansowane możliwości Angular 4 i twórz nowoczesne aplikacje webowe;24;Zaawansowany;Kurs Angular 4 - zaawansowany;;1000;6 materiałów treningowych i 43 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Angular_zaawansowany.jpg
122;PROGRAMOWANIE;Testy jednostkowe - wprowadzenie;Poznaj podstawy przeprowadzania testów jednostkowych. Pisz wydajne i wolne od błędów aplikacje;27;Podstawowy;Testy jednostkowe - wprowadzenie;;1000;7 materiałów treningowych i 43 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/testy_jednostkowe.jpg
123;PROGRAMOWANIE;Jak zostać Full Stack Developerem;Wszystko czego potrzebujesz aby zostać Full-Stack Developerem;69;Średniozaawansowany;Jak zostać Full Stack Developerem;;1000;15 materiałów treningowych i 113 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Full_stack_developer.jpg
124;PROGRAMOWANIE;Nowoczesne aplikacje klienckie w JavaScript;Twórz nowoczesne aplikacje klienckie w frameworku AureliaJS.;39;Średniozaawansowany;Nowoczesne aplikacje klienckie w JavaScript;;1000;6 materiałów treningowych i 42 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/aurelia_js.jpg
125;PROGRAMOWANIE;Kurs Angular 4 - od podstaw;Poznaj nowoczesne wzorce i praktyki i zacznij tworzyć wydajne aplikacje z Angular 4;39;Podstawowy;Kurs Angular 4 - od podstaw;;1000;9 materiałów treningowych i 43 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Angular_4_od_podstaw.jpg
126;PROGRAMOWANIE;ASP.NET Core - budowa aplikacji;Poznaj ASP.NET od podstaw i stwórz kompletną aplikację RESTful API;49;Podstawowy;ASP.NET Core - budowa aplikacji;;1000;8 materiałów treningowych i 62 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/asp_net_core_-_budowa_aplikacji.jpg
127;PROGRAMOWANIE;Kurs Android - podstawy tworzenia aplikacji;Zdobądź solidne podstawy tworzenia aplikacji na platformę Android;29;Podstawowy;Kurs Android - podstawy tworzenia aplikacji;;1000;6 materiałów treningowych i 60 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_android_podstawy_tworzenia_aplikacji.jpg
128;PROGRAMOWANIE;Kurs ES6 nowa generacja JavaScript;Najnowszy standard JavaScript, który każdy web developer musi znać.;49;Średniozaawansowany;Kurs ES6 nowa generacja JavaScript;;1000;13 materiałów treningowych i 75 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/ecmascript6.jpg
129;PROGRAMOWANIE;Tworzenie aplikacji na Androida dla nieprogramistów;Naucz się tworzyć aplikacje na Androida w ciągu kilku godzin!;39;Podstawowy;Tworzenie aplikacji na Androida dla nieprogramistów;;1000;12 materiałów treningowych i 90 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_android_inventor1.jpg
130;PROGRAMOWANIE;Kurs CSS3 - kodowanie ze stylem;Poznaj najnowsze trendy CSS3 - twórz piękne i zachwycające strony;49;Podstawowy;Kurs CSS3 - kodowanie ze stylem;;1000;11 materiałów treningowych i 92 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_CSS3_kodowanie_ze_stylem.jpg
131;PROGRAMOWANIE;Kurs HTML 5.1 - podstawy tworzenia stron;Jak budować strony zgodne z najnowszymi standardami;49;Podstawowy;Kurs HTML 5.1 - podstawy tworzenia stron;;1000;10 materiałów treningowych i 75 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-HTML-5-1-podstawy-tworzenia-stron.jpg
132;PROGRAMOWANIE;Jak stworzyć CMS w JavaScript;Dołącz do grona developerów, którzy wiedzą jak tworzyć łatwiejsze w obsłudze i bardziej wydajne strony;24;Średniozaawansowany;Jak stworzyć CMS w JavaScript;;1000;6 materiałów treningowych i 69 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/CMS-Javascript.jpg
133;PROGRAMOWANIE;Fundamenty języka Java;Opanuj jeden z najpopularniejszych języków programowania. Zdobądź podstawy i pisz aplikacje w JAVA;69;Podstawowy;Fundamenty języka Java;;1000;13 materiałów treningowych i 76 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Fundamenty-jezyka-Java.jpg
134;PROGRAMOWANIE;Ekosystem JavaScript - wprowadzenie;Już dziś rozpocznij karierę developera JavaScript;59;Podstawowy;Ekosystem JavaScript - wprowadzenie;;1000;14 materiałów treningowych i 94 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Ekosystem-JavaScript-wprowadzenie.jpg
135;PROGRAMOWANIE;Fundamenty programowania;Jak łatwo opanować sztukę programowania;59;Podstawowy;Fundamenty programowania;;1000;11 materiałów treningowych i 52 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Fundamenty-programowania.jpg
136;PROGRAMOWANIE;Kurs programowanie dla dzieci;Jak sprawić, aby programowanie było dla Twojego dziecka pożyteczną zabawą;39;Podstawowy;Kurs programowanie dla dzieci;;1000;11 materiałów treningowych i 108 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-programowanie-dla-dzieci.jpg
137;PROGRAMOWANIE;Wprowadzenie do tworzenia stron internetowych;Twoja przepustka do kariery web developera;59;Podstawowy;Wprowadzenie do tworzenia stron internetowych;;1000;9 materiałów treningowych i 89 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Wprowadzenie-do-tworzenia-stron-internetowych.jpg
138;PROGRAMOWANIE;Kurs MongoDB - nowoczesne bazy danych;Poznaj nową generację baz danych;29;Podstawowy;Kurs MongoDB - nowoczesne bazy danych;;1000;10 materiałów treningowych i 51 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-MongoDB-nowoczesne-bazy-danych.jpg
139;PROGRAMOWANIE;Kurs Node.js - dynamiczne aplikacje;Poznaj technologię, która sprawiła, że JavaScript stał się najważniejszym językiem Internetu;29;Podstawowy;Kurs Node.js - dynamiczne aplikacje;;1000;9 materiałów treningowych i 65 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Node-js-dynamiczne-aplikacje.jpg
140;PROGRAMOWANIE;Kurs PHP 7 - od podstaw;Poznaj najnowszą odsłonę niezwykle popularnego języka do tworzenia aplikacji internetowych;49;Podstawowy;Kurs PHP 7 - od podstaw;;1000;11 materiałów treningowych i 84 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-PHP-7-od-podstaw.jpg
141;PROGRAMOWANIE;Kurs Foundation - tworzenie responsywnych stron;Twórz sprawniej wspaniałe responsywne strony i wyprzedź innych developerów;21;Podstawowy;Kurs Foundation - tworzenie responsywnych stron;;1000;5 materiałów treningowych i 75 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Foundation-tworzenie-responsywnych-stron.jpg
142;PROGRAMOWANIE;Kurs WordPress - tworzenie własnych wtyczek;Dołącz do tysięcy developerów WordPressa i zacznij tworzyć własne pluginy.;39;Średniozaawansowany;Kurs WordPress - tworzenie własnych wtyczek;;1000;9 materiałów treningowych i 89 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-WordPress-tworzenie-wlasnych-wtyczek.jpg
143;PROGRAMOWANIE;Kurs WooCommerce - tworzenie motywów w praktyce;Nowoczesne motywy dla najpopularniejszej platformy e-commerce;39;Średniozaawansowany;Kurs WooCommerce - tworzenie motywów w praktyce;;1000;11 materiałów treningowych i 97 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-WooCommerce-tworzenie-motywow-w-praktyce.jpg
144;PROGRAMOWANIE;Kurs Efektywna praca w Sublime Text;Pracuj jak zawodowiec w najczęściej wybieranym edytorze kodu;18;Podstawowy;Kurs Efektywna praca w Sublime Text;;1000;5 materiałów treningowych i 39 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Efektywna-praca-w-Sublime-Text.jpg
145;PROGRAMOWANIE;WordPress - łatwe tworzenie responsywnych szablonów;Nowoczesne motywy WordPress, które stworzysz łatwiej niż kiedykolwiek wcześniej.;39;Średniozaawansowany;WordPress - łatwe tworzenie responsywnych szablonów;;1000;11 materiałów treningowych i 102 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/WordPress-latwe-tworzenie-responsywnych-szablonow.jpg
146;PROGRAMOWANIE;Kurs C++ aplikacje w Visual Studio;Stwórz funkcjonalne aplikacje okienkowe oraz gry w środowisku Visual Studio.;49;Średniozaawansowany;Kurs C++ aplikacje w Visual Studio;;1000;1 materiałów treningowych i 61 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Cpp-aplikacje-w-Visual-Studio.jpg
147;PROGRAMOWANIE;Kurs C++ od zera do bohatera;Opanuj kluczowe koncepcje języka C++ i zacznij pisać własne programy;49;Podstawowy;Kurs C++ od zera do bohatera;;1000;7 materiałów treningowych i 110 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Cpp-od-zera-do-bohatera.jpg
148;IT I OPROGRAMOWANIE;Kurs Excel w Twojej firmie - praktyczne zastosowania;Naucz się efektywnie wykorzystywać Excela w swojej firmie do realizacji codziennych zadań. Poznaj przydatne funkcje i narzędzia, które ułatwią Ci prowadzenie biznesu.;99;Średniozaawansowany;Kurs Excel w Twojej firmie - praktyczne zastosowania;;1000;24 materiałów treningowych i 34 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_excel_w_twojej_firmie_-_praktyczne_zastosowania.jpg
149;IT I OPROGRAMOWANIE;Kurs Makra i VBA w Excelu dla początkujących;Zobacz jak przyspieszyć i zautomatyzować swoją pracę w Excelu. Zacznij stosować makra i VBA i zapomnij o żmudnym kopiowaniu danych i ręcznym sporządzaniu raportów!;89;Podstawowy;Kurs Makra i VBA w Excelu dla początkujących;;1000;20 materiałów treningowych i 28 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_makra_i_vba_w_excelu_dla_poczatkujacych.jpg
150;IT I OPROGRAMOWANIE;Kurs Jenkins - nowoczesny workflow CI/CD;Opanuj Jenkins od podstaw, naucz się automatyzować zadania i zostań mistrzem DevOps. ;69;Podstawowy;Kurs Jenkins - nowoczesny workflow CI/CD;;1000;20 materiałów treningowych i 39 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_jenkins_-_nowoczesny_workflow_ci_cd.jpg
151;IT I OPROGRAMOWANIE;Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów;Naucz się wytwarzać i dostarczać aplikacje w oparciu o Kubernetes. Zdobądź solidne podstawy i wiele praktycznych umiejętności w pracy z kontenerami.;69;Średniozaawansowany;Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów;;1000;20 materiałów treningowych i 50 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_kubernetes_od_podstaw_-_zarzadzanie_i_automatyzacja_kontenerow.jpg
152;IT I OPROGRAMOWANIE;Kurs Sieci komputerowe dla początkujących;Zrozum zasady działania sieci, opanuj konfigurację routera, tworzenie bezpiecznych sieci WiFi i naucz się rozwiązywać typowe problemy sieciowe.;69;Podstawowy;Kurs Sieci komputerowe dla początkujących;;1000;21 materiałów treningowych i 21 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_sieci_komputerowe_dla_poczatkujacych.jpg
153;IT I OPROGRAMOWANIE;Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw;Naucz się technik etycznego hakowania. Dowiedz się jak wykonywać testy penetracyjne i skutecznie zabezpieczyć swoją sieć i urządzenia.;89;Podstawowy;Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw;;1000;20 materiałów treningowych i 49 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_ethical_hacking_i_cyberbezpieczenstwo_od_podstaw.jpg
154;IT I OPROGRAMOWANIE;Kurs Active Directory dla administratora systemu;Opanuj narzędzia Active Directory i rozwiń swoją wiedzę na temat administracji domeną Windows. Dowiedz się jak zarządzać użytkownikami, komputerami, grupami i wykonywać kopie zapasowe bazy danych.;69;Średniozaawansowany;Kurs Active Directory dla administratora systemu;;1000;20 materiałów treningowych i 37 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_active_directory_dla_administratora_systemu.jpg
155;IT I OPROGRAMOWANIE;Kurs Jak zadbać o bezpieczeństwo w IT;Dowiedz się jak unikać zagrożeń i dbać o bezpieczeństwo, jeżeli pracujesz w branży IT i na co dzień korzystasz z komputera i internetu.;59;Podstawowy;Kurs Jak zadbać o bezpieczeństwo w IT;;1000;27 materiałów treningowych i 44 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_jak_zadbac_o_bezpieczenstwo_w_it.jpg
156;IT I OPROGRAMOWANIE;Kurs Docker dla zaawansowanych;Opanuj zaawansowane techniki pracy z Dockerem i zdobądź umiejętności niezbędne do sprawnej implementacji procesów CI/CD.;69;Zaawansowany;Kurs Docker dla zaawansowanych;;1000;26 materiałów treningowych i 47 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_docker_dla_zaawansowanych.jpg
157;IT I OPROGRAMOWANIE;Kurs Power Pivot - analiza i modelowanie danych w Excelu;Wykorzystaj możliwości Power Pivot i naucz się optymalnie przetwarzać, analizować i modelować dowolne dane w Excelu. ;59;Średniozaawansowany;Kurs Power Pivot - analiza i modelowanie danych w Excelu;;1000;20 materiałów treningowych i 20 wykładów.;https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_power_pivot_-_analiza_i_modelowanie_danych_w_excelu.jpg
