	category	title	description	price	level	lectures_count	training_materials_count	img_alt
223	fotografia_i_wideo	Kurs HitFilm Express - jak edytować i montować filmy	Poznaj najlepsze techniki montażu filmów, wykorzystaj ciekawe efekty i twórz niesamowite klipy w darmowym HitFilm Express!	30	Podstawowy	33	31	Kurs HitFilm Express - jak edytować i montować filmy
224	fotografia_i_wideo	Kurs Fotografia nieruchomości	Naucz się robić profesjonalne i atrakcyjne zdjęcia nieruchomości - mieszkania lub domu. Zwiększ szansę na ich sprzedaż lub wynajem nawet kilkukrotnie.	79	Podstawowy	36	20	Kurs Fotografia nieruchomości
225	fotografia_i_wideo	Kurs Final Cut Pro dla zaawansowanych	Wykorzystaj zaawansowane możliwości Final Cut Pro X i poznaj techniki edycji, które pozwolą Ci montować jeszcze lepsze klipy i animacje.	79	Zaawansowany	18	20	Kurs Final Cut Pro dla zaawansowanych
226	fotografia_i_wideo	Kurs Vegas Pro - montaż filmów od podstaw	Opanuj Vegas Pro i naucz się tworzyć profesjonalne wideo od zera! Poznaj techniki montażu i edycji wideo w kilka godzin i wykorzystaj je w pracy zawodowej lub hobbystycznie.	39	Podstawowy	36	28	Kurs Vegas Pro - montaż filmów od podstaw
227	fotografia_i_wideo	Kurs Animacja whiteboard w biznesie i marketingu	Dowiedz się jak zupełnie od zera tworzyć angażujące animacje i wykorzystać je do promocji swojego biznesu.	18	Podstawowy	29	20	Kurs Animacja whiteboard w biznesie i marketingu
228	fotografia_i_wideo	Kurs DaVinci Resolve - montaż filmów od podstaw	Naucz się profesjonalnej edycji i montażu wideo w DaVinci Resolve. Opanuj narzędzia, które pozwolą Ci tworzyć niesamowite i pełne ciekawych efektów filmy na użytek prywatny i komercyjny.	69	Podstawowy	42	31	Kurs DaVinci Resolve - montaż filmów od podstaw
229	fotografia_i_wideo	Kurs obsługi bezlusterkowca	Po tym kursie nie zaskoczy Cię żadna z funkcji Twojego aparatu. Poznasz na wylot swój sprzęt i będziesz wiedział jak wykorzystać jego potencjał w każdej sytuacji.	59	Podstawowy	33	20	Kurs obsługi bezlusterkowca
230	fotografia_i_wideo	Kurs Camtasia Studio - screencasting i edycja wideo	Opanuj program Camtasia Studio i twórz profesjonalne filmy, prezentacje oraz materiały szkoleniowe.	27	Podstawowy	26	27	Kurs Camtasia Studio - screencasting i edycja wideo
231	fotografia_i_wideo	Kurs Gimp 2.10 - praktyczne projekty	Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.	59	Średniozaawansowany	77	40	Kurs Gimp 2.10 - praktyczne projekty
232	fotografia_i_wideo	Kurs Final Cut Pro X - montaż filmów od podstaw	Naucz się profesjonalnych technik montażu i edycji wideo. Twórz zachwycające i pełne niesamowitych efektów filmy z Final Cut Pro X.	69	Podstawowy	31	23	Kurs Final Cut Pro X - montaż filmów od podstaw
233	fotografia_i_wideo	Kurs Adobe After Effects CC  - kreatywne projekty	Poznaj zaawansowane narzędzia After Effects CC i naucz się je wykorzystywać do tworzenia klipów promocyjnych, animowanych logo, tworzenia czołówek, napisów lower thirds i wielu innych projektów. 	49	Średniozaawansowany	51	23	Kurs Adobe After Effects CC  - kreatywne projekty
234	fotografia_i_wideo	Kurs Adobe After Effects CC dla początkujących	Opanuj workflow w After Effects CC i twórz niesamowite animacje oraz klipy! Naucz się od podstaw pracy z warstwami, maskami, tekstem i każdym elementem, który pojawi się na Twojej osi czasu. 	49	Podstawowy	80	23	Kurs Adobe After Effects CC dla początkujących
235	fotografia_i_wideo	Kurs Fotografia krajobrazu	Dowiedz się jak profesjonalnie fotografować krajobrazy tak, aby Twoje zdjęcia wyglądały niczym te z folderów biur podróży. Spraw by budziły zachwyt i podziw oglądających.	49	Podstawowy	56	38	Kurs Fotografia krajobrazu
236	fotografia_i_wideo	Kurs GIMP 2.10 - podstawy edycji grafiki	Zdobądź podstawy edycji grafiki z najnowszą wersją darmowego programu GIMP. Dowiedz się jak edytować zdjęcia, dokonywać retuszu, korekty kolorów i pracować z tekstem.	49	Podstawowy	85	83	Kurs GIMP 2.10 - podstawy edycji grafiki
237	fotografia_i_wideo	Kurs Fotografia produktowa	Świetne zdjęcia same sprzedają. Poznaj tajniki fotografii produktowej już dziś!	79	Podstawowy	47	1	Kurs Fotografia produktowa
238	fotografia_i_wideo	Kurs Adobe Photoshop CC - zaawansowany	Poznaj zaawansowane możliwości Photoshopa CC i zacznij edytować grafikę jak prawdziwy profesjonalista	59	Zaawansowany	80	1	Kurs Adobe Photoshop CC - zaawansowany
239	fotografia_i_wideo	Kurs Produkcja spotu reklamowego od A do Z	Dowiedz się jak zupełnie od zera przygotować spot reklamowy dla Twojej firmy, produktu lub usługi. Zbuduj własne studio, naucz się nagrywać i montować reklamy wideo małym budżetem.	49	Podstawowy	42	20	Kurs Produkcja spotu reklamowego od A do Z
240	fotografia_i_wideo	Kurs Jak nagrywać atrakcyjne wideo smartfonem	Nie potrzebujesz drogiej kamery ani aparatu... zachwycające wideo możesz nagrać swoim smartfonem! W tym kursie poznasz konkretne ustawienia, triki i aplikacje, które Ci w tym pomogą!	59	Podstawowy	61	20	Kurs Jak nagrywać atrakcyjne wideo smartfonem
241	fotografia_i_wideo	Kurs Operator kamery od podstaw	Dowiedz się jak obsługiwać kamerę telewizyjną i wykorzystać jej możliwości do tworzenia profesjonalnych materiałów na potrzeby mediów. Poznaj sprawdzone praktyki i najczęstsze błędy operatora kamery. 	49	Podstawowy	23	20	Kurs Operator kamery od podstaw
242	fotografia_i_wideo	Kurs HitFilm Express - jak edytować i montować filmy	Poznaj najlepsze techniki montażu filmów, wykorzystaj ciekawe efekty i twórz niesamowite klipy w darmowym HitFilm Express!	30	Podstawowy	33	31	Kurs HitFilm Express - jak edytować i montować filmy
243	fotografia_i_wideo	Kurs Fotografia nieruchomości	Naucz się robić profesjonalne i atrakcyjne zdjęcia nieruchomości - mieszkania lub domu. Zwiększ szansę na ich sprzedaż lub wynajem nawet kilkukrotnie.	79	Podstawowy	36	20	Kurs Fotografia nieruchomości
244	fotografia_i_wideo	Kurs Final Cut Pro dla zaawansowanych	Wykorzystaj zaawansowane możliwości Final Cut Pro X i poznaj techniki edycji, które pozwolą Ci montować jeszcze lepsze klipy i animacje.	79	Zaawansowany	18	20	Kurs Final Cut Pro dla zaawansowanych
245	fotografia_i_wideo	Kurs Vegas Pro - montaż filmów od podstaw	Opanuj Vegas Pro i naucz się tworzyć profesjonalne wideo od zera! Poznaj techniki montażu i edycji wideo w kilka godzin i wykorzystaj je w pracy zawodowej lub hobbystycznie.	39	Podstawowy	36	28	Kurs Vegas Pro - montaż filmów od podstaw
246	fotografia_i_wideo	Kurs Animacja whiteboard w biznesie i marketingu	Dowiedz się jak zupełnie od zera tworzyć angażujące animacje i wykorzystać je do promocji swojego biznesu.	18	Podstawowy	29	20	Kurs Animacja whiteboard w biznesie i marketingu
247	fotografia_i_wideo	Kurs DaVinci Resolve - montaż filmów od podstaw	Naucz się profesjonalnej edycji i montażu wideo w DaVinci Resolve. Opanuj narzędzia, które pozwolą Ci tworzyć niesamowite i pełne ciekawych efektów filmy na użytek prywatny i komercyjny.	69	Podstawowy	42	31	Kurs DaVinci Resolve - montaż filmów od podstaw
248	fotografia_i_wideo	Kurs obsługi bezlusterkowca	Po tym kursie nie zaskoczy Cię żadna z funkcji Twojego aparatu. Poznasz na wylot swój sprzęt i będziesz wiedział jak wykorzystać jego potencjał w każdej sytuacji.	59	Podstawowy	33	20	Kurs obsługi bezlusterkowca
249	fotografia_i_wideo	Kurs Camtasia Studio - screencasting i edycja wideo	Opanuj program Camtasia Studio i twórz profesjonalne filmy, prezentacje oraz materiały szkoleniowe.	27	Podstawowy	26	27	Kurs Camtasia Studio - screencasting i edycja wideo
250	fotografia_i_wideo	Kurs Gimp 2.10 - praktyczne projekty	Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.	59	Średniozaawansowany	77	40	Kurs Gimp 2.10 - praktyczne projekty
251	fotografia_i_wideo	Kurs Final Cut Pro X - montaż filmów od podstaw	Naucz się profesjonalnych technik montażu i edycji wideo. Twórz zachwycające i pełne niesamowitych efektów filmy z Final Cut Pro X.	69	Podstawowy	31	23	Kurs Final Cut Pro X - montaż filmów od podstaw
252	fotografia_i_wideo	Kurs Adobe After Effects CC  - kreatywne projekty	Poznaj zaawansowane narzędzia After Effects CC i naucz się je wykorzystywać do tworzenia klipów promocyjnych, animowanych logo, tworzenia czołówek, napisów lower thirds i wielu innych projektów. 	49	Średniozaawansowany	51	23	Kurs Adobe After Effects CC  - kreatywne projekty
253	fotografia_i_wideo	Kurs Adobe After Effects CC dla początkujących	Opanuj workflow w After Effects CC i twórz niesamowite animacje oraz klipy! Naucz się od podstaw pracy z warstwami, maskami, tekstem i każdym elementem, który pojawi się na Twojej osi czasu. 	49	Podstawowy	80	23	Kurs Adobe After Effects CC dla początkujących
254	fotografia_i_wideo	Kurs Fotografia krajobrazu	Dowiedz się jak profesjonalnie fotografować krajobrazy tak, aby Twoje zdjęcia wyglądały niczym te z folderów biur podróży. Spraw by budziły zachwyt i podziw oglądających.	49	Podstawowy	56	38	Kurs Fotografia krajobrazu
255	fotografia_i_wideo	Kurs GIMP 2.10 - podstawy edycji grafiki	Zdobądź podstawy edycji grafiki z najnowszą wersją darmowego programu GIMP. Dowiedz się jak edytować zdjęcia, dokonywać retuszu, korekty kolorów i pracować z tekstem.	49	Podstawowy	85	83	Kurs GIMP 2.10 - podstawy edycji grafiki
256	fotografia_i_wideo	Kurs Fotografia produktowa	Świetne zdjęcia same sprzedają. Poznaj tajniki fotografii produktowej już dziś!	79	Podstawowy	47	1	Kurs Fotografia produktowa
257	fotografia_i_wideo	Kurs Adobe Photoshop CC - zaawansowany	Poznaj zaawansowane możliwości Photoshopa CC i zacznij edytować grafikę jak prawdziwy profesjonalista	59	Zaawansowany	80	1	Kurs Adobe Photoshop CC - zaawansowany
258	fotografia_i_wideo	Kurs Photoshop CC dla początkujących	Poznaj solidne podstawy Adobe Photoshop CC 2018 i zacznij swoją przygodę z edycją grafiki już dziś!	69	Podstawowy	83	6	Kurs Photoshop CC dla początkujących
259	fotografia_i_wideo	Adobe Premiere Pro CC - kurs montażu od podstaw	Naucz się podstaw montażu i postprodukcji w Adobe Premiere Pro CC 2017 i twórz niesamowite filmy	49	Podstawowy	58	7	Adobe Premiere Pro CC - kurs montażu od podstaw
260	fotografia_i_wideo	Kurs GIMP zaawansowany	Poznaj zaawansowane narzędzia GIMP'a i naucz się tworzyć niesamowite efekty	30	Średniozaawansowany	64	5	Kurs GIMP zaawansowany
261	fotografia_i_wideo	Fotomontaż w Photoshopie	Poznaj receptę na świetny fotomontaż i stwórz go od podstaw w Photoshopie	59	Średniozaawansowany	50	1	Fotomontaż w Photoshopie
262	fotografia_i_wideo	Kurs GIMP od podstaw	Opanuj podstawy edycji grafiki w Gimpie i zachwyć wszystkich swoimi zdjęciami	49	Podstawowy	83	13	Kurs GIMP od podstaw
263	fotografia_i_wideo	Jak zarabiać na filmowaniu	Zostań operatorem kamery i zacznij zarabiać na filmowaniu!	36	Podstawowy	41	5	Jak zarabiać na filmowaniu
264	fotografia_i_wideo	Jak montować filmy w Pinnacle 20	Naucz się profesjonalnej edycji wideo w Pinnacle 20. Zmontuj swój pierwszy film już dziś!	14	Podstawowy	32	6	Jak montować filmy w Pinnacle 20
265	fotografia_i_wideo	Kurs iMovie dla zielonych	Baw się obrazem i dźwiękiem. Naucz się edycji wideo na Macu jeszcze dziś!	12	Podstawowy	35	4	Kurs iMovie dla zielonych
266	fotografia_i_wideo	Lustrzanka cyfrowa - kurs obsługi	Poznaj swoją lustrzankę i bądź o krok przed innymi fotografami	49	Podstawowy	63	9	Lustrzanka cyfrowa - kurs obsługi
267	fotografia_i_wideo	Kurs fotografii dla każdego	Poznaj od podstaw tajniki świadomej i twórczej fotografii	69	Podstawowy	71	10	Kurs fotografii dla każdego
268	fotografia_i_wideo	Kurs Lightroom - rewolucja w fotografii	Przeżyj prawdziwą rewolucję w fotografii	59	Podstawowy	90	16	Kurs Lightroom - rewolucja w fotografii
269	projektowanie	Kurs Projektowanie i skład publikacji drukowanych	Poznaj najlepsze praktyki pracy z DTP, z programem Adobe InDesign. Zdobądź dobre praktyki projektowania publikacji drukowanych i zadbaj o profesjonalny wygląd Twoich projektów! 	89	Podstawowy	34	21	Kurs Projektowanie i skład publikacji drukowanych
270	projektowanie	Kurs Blender od podstaw - wprowadzenie do modelowania 3D	Poznaj podstawy grafiki 3D i zacznij tworzyć niesamowite projekty w darmowym programie Blender. Naucz się modelowania, tworzenia materiałów, nakładania tekstur i buduj realistyczne modele 3D.	89	Podstawowy	37	20	Kurs Blender od podstaw - wprowadzenie do modelowania 3D
271	projektowanie	Kurs Adobe XD - podstawy projektowania interfejsów	Poznaj podstawy projektowania interfejsów w Adobe XD i zdobądź praktyczną wiedzę na temat UI i UX. Dowiedz się jak szybko prototypować aplikacje mobilne i strony internetowe.	79	Podstawowy	44	22	Kurs Adobe XD - podstawy projektowania interfejsów
272	projektowanie	Kurs SketchUp i V-Ray - fotorealistyczne wizualizacje od podstaw	Naucz się projektowania i tworzenia fotorealistycznych wizualizacji wnętrz za pomocą SketchUp i V-Ray.	99	Podstawowy	48	29	Kurs SketchUp i V-Ray - fotorealistyczne wizualizacje od podstaw
273	projektowanie	Kurs Rysowania portretów od podstaw	Naucz się rysować realistyczne portrety zgodnie z zasadami anatomii. Poznaj zasady i techniki tworzenia zachwycających i niesamowitych ilustracji w stylu fantasy z wykorzystaniem Photoshopa.	89	Podstawowy	33	21	Kurs Rysowania portretów od podstaw
274	projektowanie	Kurs Rysunek cyfrowy - od koncepcji do publikacji	Poznaj kompletny proces tworzenia cyfrowych ilustracji - od znalezienia tematów, szkicowania kompozycji, na publikacji kończąc. Wykorzystaj przydatne narzędzia i triki. Rozwiń się w digital paintingu.	59	Podstawowy	22	21	Kurs Rysunek cyfrowy - od koncepcji do publikacji
275	projektowanie	Kurs Rysowanie w Procreate od podstaw	Opanuj olbrzymie możliwości aplikacji Procreate i wykorzystaj swój tablet do tworzenia niesamowitych rysunków cyfrowych.	59	Podstawowy	26	18	Kurs Rysowanie w Procreate od podstaw
276	projektowanie	Kurs Rysunek dla początkujących	Opanuj od podstaw fundamentalne techniki rysunku tradycyjnego. Dowiedz się jak szkicować zgodnie z proporcjami, odwzorowywać tekstury, cieniować i ćwiczyć swoje umiejętności w sposób praktyczny.	99	Podstawowy	47	20	Kurs Rysunek dla początkujących
277	projektowanie	Kurs UX w biznesie - efektywna praca projektanta	Dowiedz się jak rozwijać się jako UX Designer. Naucz się sprawnie wdrażać procesy projektowania w firmie, tak by zwiększyć szanse na sukces.	69	Podstawowy	41	20	Kurs UX w biznesie - efektywna praca projektanta
278	projektowanie	Kurs Environment Design - od szkicu do ilustracji	Naucz się tworzyć pełne detali ilustracje krajobrazów za pomocą Photoshopa. Zdobądź podstawy environment design i twórz niesamowite cyfrowe rysunki całych środowisk.	89	Podstawowy	27	20	Kurs Environment Design - od szkicu do ilustracji
279	projektowanie	Kurs ArchiCAD - projektowanie BIM od podstaw	Zdobądź praktyczną wiedzę, która pozwoli Ci zaprojektować dowolny budynek w 3D. Dowiedz się jak wykorzystać zalety BIM i pracować efektywniej w ArchiCAD.	59	Podstawowy	32	20	Kurs ArchiCAD - projektowanie BIM od podstaw
280	projektowanie	Kurs Concept Art - rysowanie postaci i character design	Naucz się projektować własne postacie kompletnie od zera. Dowiedz się jak tworzyć oryginalne concept arty na potrzeby gier komputerowych i filmów animowanych.	79	Podstawowy	31	20	Kurs Concept Art - rysowanie postaci i character design
281	projektowanie	Kurs Canva - grafika online od podstaw	Twórz prosto i szybko zachwycające grafiki dla swojego biznesu w przeglądarce! Wykorzystaj darmowe narzędzie Canva do projektowania banerów, grafik do social media, logo, prezentacji i innych.	69	Podstawowy	27	20	Kurs Canva - grafika online od podstaw
282	projektowanie	Kurs Efektowne wizualizacje real-time	Dowiedz się jak przygotować realistyczne wizualizacje, panoramy 360, wirtualne spacery i animacje projektowe dzięki SketchUp i Enscape.	39	Średniozaawansowany	23	22	Kurs Efektowne wizualizacje real-time
283	projektowanie	Kurs Gimp 2.10 - praktyczne projekty	Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.	59	Średniozaawansowany	77	40	Kurs Gimp 2.10 - praktyczne projekty
284	projektowanie	Kurs Adobe InDesign - praktyczne techniki pracy	Podnieś swoje umiejętności pracy z typografią, kolorem i składem publikacji. Poznaj zaawansowane techniki, które pozwolą Ci sprawnie zrealizować każdy projekt.	49	Średniozaawansowany	58	21	Kurs Adobe InDesign - praktyczne techniki pracy
285	projektowanie	Kurs GIMP w biznesie i marketingu	Wykorzystaj darmowego Gimpa i zacznij samodzielnie projektować wszystkie materiały marketingowe, których potrzebuje Twoja firma. Buduj wizerunek marki prowadząc skuteczne działania promocyjne.	59	Podstawowy	49	35	Kurs GIMP w biznesie i marketingu
286	projektowanie	Kurs Rysowania na tablecie graficznym	Dowiedz się jak wybrać odpowiedni tablet graficzny, skonfigurować go i opanować techniki rysowania krok po kroku. Poznaj kompletny workflow, który pozwoli Ci tworzyć świetne cyfrowe rysunki!	59	Podstawowy	31	20	Kurs Rysowania na tablecie graficznym
287	projektowanie	3ds Max + V-Ray Next - realistyczne wizualizacje 3D	Naucz się tworzyć fotorealistyczne wizualizacje wykorzystując V-Ray Next dla 3ds Max. Opanuj jeden z najlepszych silników renderujących na rynku!	36	Średniozaawansowany	54	28	3ds Max + V-Ray Next - realistyczne wizualizacje 3D
288	projektowanie	Kurs Projektowanie i skład publikacji drukowanych	Poznaj najlepsze praktyki pracy z DTP, z programem Adobe InDesign. Zdobądź dobre praktyki projektowania publikacji drukowanych i zadbaj o profesjonalny wygląd Twoich projektów! 	89	Podstawowy	34	21	Kurs Projektowanie i skład publikacji drukowanych
289	projektowanie	Kurs Blender od podstaw - wprowadzenie do modelowania 3D	Poznaj podstawy grafiki 3D i zacznij tworzyć niesamowite projekty w darmowym programie Blender. Naucz się modelowania, tworzenia materiałów, nakładania tekstur i buduj realistyczne modele 3D.	89	Podstawowy	37	20	Kurs Blender od podstaw - wprowadzenie do modelowania 3D
290	projektowanie	Kurs Adobe XD - podstawy projektowania interfejsów	Poznaj podstawy projektowania interfejsów w Adobe XD i zdobądź praktyczną wiedzę na temat UI i UX. Dowiedz się jak szybko prototypować aplikacje mobilne i strony internetowe.	79	Podstawowy	44	22	Kurs Adobe XD - podstawy projektowania interfejsów
291	projektowanie	Kurs SketchUp i V-Ray - fotorealistyczne wizualizacje od podstaw	Naucz się projektowania i tworzenia fotorealistycznych wizualizacji wnętrz za pomocą SketchUp i V-Ray.	99	Podstawowy	48	29	Kurs SketchUp i V-Ray - fotorealistyczne wizualizacje od podstaw
292	projektowanie	Kurs Rysowania portretów od podstaw	Naucz się rysować realistyczne portrety zgodnie z zasadami anatomii. Poznaj zasady i techniki tworzenia zachwycających i niesamowitych ilustracji w stylu fantasy z wykorzystaniem Photoshopa.	89	Podstawowy	33	21	Kurs Rysowania portretów od podstaw
293	projektowanie	Kurs Rysunek cyfrowy - od koncepcji do publikacji	Poznaj kompletny proces tworzenia cyfrowych ilustracji - od znalezienia tematów, szkicowania kompozycji, na publikacji kończąc. Wykorzystaj przydatne narzędzia i triki. Rozwiń się w digital paintingu.	59	Podstawowy	22	21	Kurs Rysunek cyfrowy - od koncepcji do publikacji
294	projektowanie	Kurs Rysowanie w Procreate od podstaw	Opanuj olbrzymie możliwości aplikacji Procreate i wykorzystaj swój tablet do tworzenia niesamowitych rysunków cyfrowych.	59	Podstawowy	26	18	Kurs Rysowanie w Procreate od podstaw
295	projektowanie	Kurs Rysunek dla początkujących	Opanuj od podstaw fundamentalne techniki rysunku tradycyjnego. Dowiedz się jak szkicować zgodnie z proporcjami, odwzorowywać tekstury, cieniować i ćwiczyć swoje umiejętności w sposób praktyczny.	99	Podstawowy	47	20	Kurs Rysunek dla początkujących
296	projektowanie	Kurs UX w biznesie - efektywna praca projektanta	Dowiedz się jak rozwijać się jako UX Designer. Naucz się sprawnie wdrażać procesy projektowania w firmie, tak by zwiększyć szanse na sukces.	69	Podstawowy	41	20	Kurs UX w biznesie - efektywna praca projektanta
297	projektowanie	Kurs Environment Design - od szkicu do ilustracji	Naucz się tworzyć pełne detali ilustracje krajobrazów za pomocą Photoshopa. Zdobądź podstawy environment design i twórz niesamowite cyfrowe rysunki całych środowisk.	89	Podstawowy	27	20	Kurs Environment Design - od szkicu do ilustracji
298	projektowanie	Kurs ArchiCAD - projektowanie BIM od podstaw	Zdobądź praktyczną wiedzę, która pozwoli Ci zaprojektować dowolny budynek w 3D. Dowiedz się jak wykorzystać zalety BIM i pracować efektywniej w ArchiCAD.	59	Podstawowy	32	20	Kurs ArchiCAD - projektowanie BIM od podstaw
299	projektowanie	Kurs Concept Art - rysowanie postaci i character design	Naucz się projektować własne postacie kompletnie od zera. Dowiedz się jak tworzyć oryginalne concept arty na potrzeby gier komputerowych i filmów animowanych.	79	Podstawowy	31	20	Kurs Concept Art - rysowanie postaci i character design
300	projektowanie	Kurs Canva - grafika online od podstaw	Twórz prosto i szybko zachwycające grafiki dla swojego biznesu w przeglądarce! Wykorzystaj darmowe narzędzie Canva do projektowania banerów, grafik do social media, logo, prezentacji i innych.	69	Podstawowy	27	20	Kurs Canva - grafika online od podstaw
301	projektowanie	Kurs Efektowne wizualizacje real-time	Dowiedz się jak przygotować realistyczne wizualizacje, panoramy 360, wirtualne spacery i animacje projektowe dzięki SketchUp i Enscape.	39	Średniozaawansowany	23	22	Kurs Efektowne wizualizacje real-time
302	projektowanie	Kurs Gimp 2.10 - praktyczne projekty	Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.	59	Średniozaawansowany	77	40	Kurs Gimp 2.10 - praktyczne projekty
303	projektowanie	Kurs Adobe InDesign - praktyczne techniki pracy	Podnieś swoje umiejętności pracy z typografią, kolorem i składem publikacji. Poznaj zaawansowane techniki, które pozwolą Ci sprawnie zrealizować każdy projekt.	49	Średniozaawansowany	58	21	Kurs Adobe InDesign - praktyczne techniki pracy
304	projektowanie	Kurs GIMP w biznesie i marketingu	Wykorzystaj darmowego Gimpa i zacznij samodzielnie projektować wszystkie materiały marketingowe, których potrzebuje Twoja firma. Buduj wizerunek marki prowadząc skuteczne działania promocyjne.	59	Podstawowy	49	35	Kurs GIMP w biznesie i marketingu
305	projektowanie	Kurs Rysowania na tablecie graficznym	Dowiedz się jak wybrać odpowiedni tablet graficzny, skonfigurować go i opanować techniki rysowania krok po kroku. Poznaj kompletny workflow, który pozwoli Ci tworzyć świetne cyfrowe rysunki!	59	Podstawowy	31	20	Kurs Rysowania na tablecie graficznym
306	projektowanie	3ds Max + V-Ray Next - realistyczne wizualizacje 3D	Naucz się tworzyć fotorealistyczne wizualizacje wykorzystując V-Ray Next dla 3ds Max. Opanuj jeden z najlepszych silników renderujących na rynku!	36	Średniozaawansowany	54	28	3ds Max + V-Ray Next - realistyczne wizualizacje 3D
307	projektowanie	Podstawy typografii - skład i łamanie tekstu	Dowiedz się czym charakteryzują się najlepsze fonty, jak właściwie dobierać kroje pisma i zadbać o najważniejsze aspekty typograficzne twoich publikacji	49	Podstawowy	35	18	Podstawy typografii - skład i łamanie tekstu
308	projektowanie	Kurs Digital Painting dla początkujących	Zdobądź umiejętności pracy na tablecie graficznym i poznaj techniki rysowania w Adobe Photoshop, które pozwolą Ci tworzyć niesamowite ilustracje cyfrowe.	49	Podstawowy	46	24	Kurs Digital Painting dla początkujących
309	projektowanie	Kurs Adobe InDesign CC - zaawansowany	Poznaj zaawansowane możliwości Adobe InDesign i rozwiń swoją wiedzę na temat składu i łamania tekstu oraz przygotowania publikacji do druku.	49	Zaawansowany	37	18	Kurs Adobe InDesign CC - zaawansowany
310	projektowanie	Kurs Adobe InDesign CC dla początkujących	Naucz się wykorzystywać najważniejsze narzędzia Adobe InDesign. Dowiedz się jak pracować ze składem i łamaniem tekstu na potrzeby druku i publikacji elektronicznych.	49	Podstawowy	56	20	Kurs Adobe InDesign CC dla początkujących
311	projektowanie	Własna aplikacja - od pomysłu do zarabiania	Napisz aplikację, która odniesie sukces! Dowiedz się jak wybrać platformę, technologię i skąd pozyskać finansowanie. Poznaj sposoby targetowania użytkowników i zacznij zarabiać na swoim pomyśle.	27	Średniozaawansowany	43	42	Własna aplikacja - od pomysłu do zarabiania
312	projektowanie	Kurs GIMP 2.10 - podstawy edycji grafiki	Zdobądź podstawy edycji grafiki z najnowszą wersją darmowego programu GIMP. Dowiedz się jak edytować zdjęcia, dokonywać retuszu, korekty kolorów i pracować z tekstem.	49	Podstawowy	85	83	Kurs GIMP 2.10 - podstawy edycji grafiki
313	projektowanie	Graphic Design - podstawy projektowania	Poznaj fundamentalne zasady projektowania graficznego. Dowiedz się czym jest język projektowania, jak stosować reguły kompozycji, pracować z kolorem i używać typografii	59	Podstawowy	36	29	Graphic Design - podstawy projektowania
314	projektowanie	Wprowadzenie do concept art i ilustracji	Połącz swoją wyobraźnię z pasją do grafiki i zostań profesjonalnym artystą koncepcyjnym i ilustratorem. Zdobądź wiedzę na temat kompozycji, szkicowania, teksturowania i twórz niesamowite ilustracje	59	Podstawowy	27	20	Wprowadzenie do concept art i ilustracji
315	projektowanie	Kurs Photoshop w biznesie i marketingu	Naucz się samodzielnie tworzyć wszystkie materiały marketingowe jakich potrzebujesz - od grafik do social media po banery reklamowe, na wizytówkach i ulotkach kończąc	69	Średniozaawansowany	45	36	Kurs Photoshop w biznesie i marketingu
316	projektowanie	Podstawy level design w Unreal Engine	Zostań level designerem i twórz poziomy do gier 3D w silniku Unreal Engine. Wykorzystuj modularne assety, twórz oświetlenie, zarządzaj animacją i post procesami	39	Średniozaawansowany	43	27	Podstawy level design w Unreal Engine
317	projektowanie	Teksturowanie modeli 3D do gier	Stwórz realistyczne materiały w Substance Designer wykorzystując technikę Physically-Based Rendering. Poznaj techniki teksturowania modeli 3D w Substance Painter	36	Średniozaawansowany	38	27	Teksturowanie modeli 3D do gier
318	projektowanie	Modelowanie środowiska do gier	Stwórz modularne elementy i zbuduj z nich środowisko 3D. Poznaj metody stosowane w projektowaniu i modelowaniu obiektów do gier komputerowych z 3ds Max	24	Średniozaawansowany	25	24	Modelowanie środowiska do gier
319	projektowanie	Kurs SolidWorks od podstaw	Naucz się projektować w najpopularniejszym programie dla inżynierów	49	Podstawowy	67	6	Kurs SolidWorks od podstaw
320	projektowanie	Projektowanie wnętrz - wizualizacja kuchni	Naucz się tworzyć fotorealistyczne wizualizacje kuchni, wykorzystując oprogramowanie V-Ray	39	Średniozaawansowany	29	7	Projektowanie wnętrz - wizualizacja kuchni
321	projektowanie	Kurs SketchUp - efektywne projektowanie	Poznaj najlepsze techniki projektowania w SketchUp! Korzystaj ze sprawdzonych porad i trików	49	Średniozaawansowany	29	7	Kurs SketchUp - efektywne projektowanie
322	projektowanie	Wizualizacja architektury - praktyczne projekty	Twórz realistyczne wizualizacje architektury wykorzystując zaawansowane możliwości Photoshopa	26	Średniozaawansowany	58	8	Wizualizacja architektury - praktyczne projekty
323	projektowanie	Kurs 3ds Max od podstaw	Poznaj najważniejsze narzędzia 3dsMax i zacznij tworzyć świetne projekty 3D	49	Podstawowy	92	10	Kurs 3ds Max od podstaw
