	category	title	description	price	level	lectures_count	training_materials_count	img_alt
108	programowanie	Kurs Programowanie funkcyjne w JavaScript	Opanuj nowoczesne podejście do programowania w języku JavaScript. 	39	Średniozaawansowany	40	7	Kurs Programowanie funkcyjne w JavaScript
109	programowanie	Kurs Webpack	Naucz się używać jednego z najważniejszych narzędzi w ekosystemie JavaScript.	39	Średniozaawansowany	40	23	Kurs Webpack
110	programowanie	Kurs Bazy danych MySQL od podstaw	Poznaj krok po kroku system baz danych, który jest podstawą dynamicznych aplikacji webowych.	49	Podstawowy	47	7	Kurs Bazy danych MySQL od podstaw
111	programowanie	Kurs TypeScript	Naucz się TypeScript i zapewnij sobie przewagę na deweloperami używającymi standardowego JavaScript	29	Podstawowy	40	6	Kurs TypeScript
112	programowanie	Kurs Visual Studio Code	Zacznij używać nowoczesnego edytora stworzonego dla webdeveloperów	29	Podstawowy	48	8	Kurs Visual Studio Code
113	programowanie	Fundamenty programowania w języku Kotlin	Poznaj język, który już dziś zastępuje JAVĘ	39	Podstawowy	83	16	Fundamenty programowania w języku Kotlin
114	programowanie	Kurs Google Firebase - szybkie tworzenie aplikacji	Wykorzystaj możliwości Google Firebase do tworzenia szybkich i wydajnych aplikacji	49	Podstawowy	24	4	Kurs Google Firebase - szybkie tworzenie aplikacji
115	programowanie	Kurs Bootstrap 4 - praktyczny projekt	Stwórz kompletną i funkcjonalną stronę z Bootstrap 4	49	Średniozaawansowany	80	7	Kurs Bootstrap 4 - praktyczny projekt
116	programowanie	Kurs Bootstrap 4 - od podstaw	Wykorzystaj nowe możliwości Bootstrap 4 do tworzenia nowoczesnych, responsywnych stron	49	Podstawowy	75	10	Kurs Bootstrap 4 - od podstaw
117	programowanie	Kurs Spring Framework od podstaw	Opanuj podstawy frameworka Spring i twórz wydajne aplikacje w Java	49	Podstawowy	49	6	Kurs Spring Framework od podstaw
118	programowanie	Fundamenty programowania obiektowego	Opanuj sztukę programowania obiektowego krok po kroku	39	Podstawowy	45	5	Fundamenty programowania obiektowego
119	programowanie	Kurs Android - tworzenie aplikacji w praktyce	Rozwiń swoje umiejętności Android developera i twórz jeszcze lepsze aplikacje	49	Średniozaawansowany	50	3	Kurs Android - tworzenie aplikacji w praktyce
120	programowanie	Wzorce projektowe - wprowadzenie	Opanuj podstawy pracy z wzorcami projektowymi i zostań lepszym programistą	49	Podstawowy	50	4	Wzorce projektowe - wprowadzenie
121	programowanie	Kurs Angular 4 - zaawansowany	Opanuj zaawansowane możliwości Angular 4 i twórz nowoczesne aplikacje webowe	24	Zaawansowany	43	6	Kurs Angular 4 - zaawansowany
122	programowanie	Testy jednostkowe - wprowadzenie	Poznaj podstawy przeprowadzania testów jednostkowych. Pisz wydajne i wolne od błędów aplikacje	27	Podstawowy	43	7	Testy jednostkowe - wprowadzenie
123	programowanie	Jak zostać Full Stack Developerem	Wszystko czego potrzebujesz aby zostać Full-Stack Developerem	69	Średniozaawansowany	113	15	Jak zostać Full Stack Developerem
124	programowanie	Nowoczesne aplikacje klienckie w JavaScript	Twórz nowoczesne aplikacje klienckie w frameworku AureliaJS.	39	Średniozaawansowany	42	6	Nowoczesne aplikacje klienckie w JavaScript
125	programowanie	Kurs Angular 4 - od podstaw	Poznaj nowoczesne wzorce i praktyki i zacznij tworzyć wydajne aplikacje z Angular 4	39	Podstawowy	43	9	Kurs Angular 4 - od podstaw
126	programowanie	ASP.NET Core - budowa aplikacji	Poznaj ASP.NET od podstaw i stwórz kompletną aplikację RESTful API	49	Podstawowy	62	8	ASP.NET Core - budowa aplikacji
127	programowanie	Kurs Android - podstawy tworzenia aplikacji	Zdobądź solidne podstawy tworzenia aplikacji na platformę Android	29	Podstawowy	60	6	Kurs Android - podstawy tworzenia aplikacji
128	programowanie	Kurs ES6 nowa generacja JavaScript	Najnowszy standard JavaScript, który każdy web developer musi znać.	49	Średniozaawansowany	75	13	Kurs ES6 nowa generacja JavaScript
129	programowanie	Tworzenie aplikacji na Androida dla nieprogramistów	Naucz się tworzyć aplikacje na Androida w ciągu kilku godzin!	39	Podstawowy	90	12	Tworzenie aplikacji na Androida dla nieprogramistów
130	programowanie	Kurs CSS3 - kodowanie ze stylem	Poznaj najnowsze trendy CSS3 - twórz piękne i zachwycające strony	49	Podstawowy	92	11	Kurs CSS3 - kodowanie ze stylem
131	programowanie	Kurs HTML 5.1 - podstawy tworzenia stron	Jak budować strony zgodne z najnowszymi standardami	49	Podstawowy	75	10	Kurs HTML 5.1 - podstawy tworzenia stron
132	programowanie	Jak stworzyć CMS w JavaScript	Dołącz do grona developerów, którzy wiedzą jak tworzyć łatwiejsze w obsłudze i bardziej wydajne strony	24	Średniozaawansowany	69	6	Jak stworzyć CMS w JavaScript
133	programowanie	Fundamenty języka Java	Opanuj jeden z najpopularniejszych języków programowania. Zdobądź podstawy i pisz aplikacje w JAVA	69	Podstawowy	76	13	Fundamenty języka Java
134	programowanie	Ekosystem JavaScript - wprowadzenie	Już dziś rozpocznij karierę developera JavaScript	59	Podstawowy	94	14	Ekosystem JavaScript - wprowadzenie
135	programowanie	Fundamenty programowania	Jak łatwo opanować sztukę programowania	59	Podstawowy	52	11	Fundamenty programowania
136	programowanie	Kurs programowanie dla dzieci	Jak sprawić, aby programowanie było dla Twojego dziecka pożyteczną zabawą	39	Podstawowy	108	11	Kurs programowanie dla dzieci
137	programowanie	Wprowadzenie do tworzenia stron internetowych	Twoja przepustka do kariery web developera	59	Podstawowy	89	9	Wprowadzenie do tworzenia stron internetowych
138	programowanie	Kurs MongoDB - nowoczesne bazy danych	Poznaj nową generację baz danych	29	Podstawowy	51	10	Kurs MongoDB - nowoczesne bazy danych
139	programowanie	Kurs Node.js - dynamiczne aplikacje	Poznaj technologię, która sprawiła, że JavaScript stał się najważniejszym językiem Internetu	29	Podstawowy	65	9	Kurs Node.js - dynamiczne aplikacje
140	programowanie	Kurs PHP 7 - od podstaw	Poznaj najnowszą odsłonę niezwykle popularnego języka do tworzenia aplikacji internetowych	49	Podstawowy	84	11	Kurs PHP 7 - od podstaw
141	programowanie	Kurs Foundation - tworzenie responsywnych stron	Twórz sprawniej wspaniałe responsywne strony i wyprzedź innych developerów	21	Podstawowy	75	5	Kurs Foundation - tworzenie responsywnych stron
142	programowanie	Kurs WordPress - tworzenie własnych wtyczek	Dołącz do tysięcy developerów WordPressa i zacznij tworzyć własne pluginy.	39	Średniozaawansowany	89	9	Kurs WordPress - tworzenie własnych wtyczek
143	programowanie	Kurs WooCommerce - tworzenie motywów w praktyce	Nowoczesne motywy dla najpopularniejszej platformy e-commerce	39	Średniozaawansowany	97	11	Kurs WooCommerce - tworzenie motywów w praktyce
144	programowanie	Kurs Efektywna praca w Sublime Text	Pracuj jak zawodowiec w najczęściej wybieranym edytorze kodu	18	Podstawowy	39	5	Kurs Efektywna praca w Sublime Text
145	programowanie	WordPress - łatwe tworzenie responsywnych szablonów	Nowoczesne motywy WordPress, które stworzysz łatwiej niż kiedykolwiek wcześniej.	39	Średniozaawansowany	102	11	WordPress - łatwe tworzenie responsywnych szablonów
146	programowanie	Kurs C++ aplikacje w Visual Studio	Stwórz funkcjonalne aplikacje okienkowe oraz gry w środowisku Visual Studio.	49	Średniozaawansowany	61	1	Kurs C++ aplikacje w Visual Studio
147	programowanie	Kurs C++ od zera do bohatera	Opanuj kluczowe koncepcje języka C++ i zacznij pisać własne programy	49	Podstawowy	110	7	Kurs C++ od zera do bohatera
148	it_i_oprogramowanie	Kurs Excel w Twojej firmie - praktyczne zastosowania	Naucz się efektywnie wykorzystywać Excela w swojej firmie do realizacji codziennych zadań. Poznaj przydatne funkcje i narzędzia, które ułatwią Ci prowadzenie biznesu.	99	Średniozaawansowany	34	24	Kurs Excel w Twojej firmie - praktyczne zastosowania
149	it_i_oprogramowanie	Kurs Makra i VBA w Excelu dla początkujących	Zobacz jak przyspieszyć i zautomatyzować swoją pracę w Excelu. Zacznij stosować makra i VBA i zapomnij o żmudnym kopiowaniu danych i ręcznym sporządzaniu raportów!	89	Podstawowy	28	20	Kurs Makra i VBA w Excelu dla początkujących
150	it_i_oprogramowanie	Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów	Naucz się wytwarzać i dostarczać aplikacje w oparciu o Kubernetes. Zdobądź solidne podstawy i wiele praktycznych umiejętności w pracy z kontenerami.	69	Średniozaawansowany	50	20	Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów
151	it_i_oprogramowanie	Kurs Sieci komputerowe dla początkujących	Zrozum zasady działania sieci, opanuj konfigurację routera, tworzenie bezpiecznych sieci WiFi i naucz się rozwiązywać typowe problemy sieciowe.	69	Podstawowy	21	21	Kurs Sieci komputerowe dla początkujących
152	it_i_oprogramowanie	Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw	Naucz się technik etycznego hakowania. Dowiedz się jak wykonywać testy penetracyjne i skutecznie zabezpieczyć swoją sieć i urządzenia.	89	Podstawowy	49	20	Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw
153	it_i_oprogramowanie	Kurs Active Directory dla administratora systemu	Opanuj narzędzia Active Directory i rozwiń swoją wiedzę na temat administracji domeną Windows. Dowiedz się jak zarządzać użytkownikami, komputerami, grupami i wykonywać kopie zapasowe bazy danych.	69	Średniozaawansowany	37	20	Kurs Active Directory dla administratora systemu
154	it_i_oprogramowanie	Kurs Jak zadbać o bezpieczeństwo w IT	Dowiedz się jak unikać zagrożeń i dbać o bezpieczeństwo, jeżeli pracujesz w branży IT i na co dzień korzystasz z komputera i internetu.	59	Podstawowy	44	27	Kurs Jak zadbać o bezpieczeństwo w IT
155	it_i_oprogramowanie	Kurs Docker dla zaawansowanych	Opanuj zaawansowane techniki pracy z Dockerem i zdobądź umiejętności niezbędne do sprawnej implementacji procesów CI/CD.	69	Zaawansowany	47	26	Kurs Docker dla zaawansowanych
156	it_i_oprogramowanie	Kurs Power Pivot - analiza i modelowanie danych w Excelu	Wykorzystaj możliwości Power Pivot i naucz się optymalnie przetwarzać, analizować i modelować dowolne dane w Excelu. 	59	Średniozaawansowany	20	20	Kurs Power Pivot - analiza i modelowanie danych w Excelu
157	it_i_oprogramowanie	Kurs Evernote - zwiększ swoją produktywność	Naucz się lepiej zarządzać swoimi notatkami, dokumentami i organizować codzienną pracę dzięki Evernote. Zacznij oszczędzać czas i zwiększ swoją produktywność.	39	Podstawowy	17	15	Kurs Evernote - zwiększ swoją produktywność
158	it_i_oprogramowanie	Kurs Power Query - przetwarzanie danych w Excelu	Wykorzystaj Power Query do podejmowania optymalnych decyzji. Zostań ekspertem od pobierania, organizowania oraz analizowania danych.	49	Średniozaawansowany	26	20	Kurs Power Query - przetwarzanie danych w Excelu
159	it_i_oprogramowanie	Kurs Programowanie VBA w Excelu dla zaawansowanych	Zacznij wykorzystywać pełny potencjał VBA w Excelu i zautomatyzuj swoją pracę z danymi.	69	Zaawansowany	50	23	Kurs Programowanie VBA w Excelu dla zaawansowanych
160	it_i_oprogramowanie	Kurs Linux Ubuntu od podstaw	Dowiedz się jak prosto i szybko zmienić swój obecny system na Ubuntu. Naucz się podstaw obsługi Linuxa i opanuj pracę w konsoli.	59	Podstawowy	44	22	Kurs Linux Ubuntu od podstaw
161	it_i_oprogramowanie	Kurs PowerShell dla administratora Windows	Opanuj linię komend i naucz się automatyzować powtarzalne zadania w systemie Windows wykorzystując możliwości PowerShell.	59	Średniozaawansowany	38	20	Kurs PowerShell dla administratora Windows
162	it_i_oprogramowanie	Kurs Wydajna praca z MacOS	Wykorzystaj potencjał aplikacji, które już na starcie znajdziesz w swoim Macu. Opanuj pracę z pakietem biurowym i zaawansowanymi narzędziami MacOS w kilka godzin!	27	Średniozaawansowany	23	24	Kurs Wydajna praca z MacOS
163	it_i_oprogramowanie	Kurs Todoist - skuteczne planowanie i realizacja zadań	Poznaj sekret produktywności i naucz się efektywnie planować oraz realizować codzienne zadania z Todoist. Zacznij skuteczniej organizować swój dzień, tak aby nie zabrakło Ci czasu!	27	Podstawowy	21	20	Kurs Todoist - skuteczne planowanie i realizacja zadań
164	it_i_oprogramowanie	Kurs Podstawy bezpieczeństwa w Internecie dla każdego	Dowiedz się jak zabezpieczyć swój komputer i smartfon przed internetowymi oszustami. Poznaj metody działań cyberprzestępców i naucz się przed nimi skutecznie bronić.	59	Podstawowy	20	34	Kurs Podstawy bezpieczeństwa w Internecie dla każdego
165	it_i_oprogramowanie	Kurs MikroTik - administracja siecią od podstaw	Skonfiguruj swój domowy router od podstaw i zyskaj pełną kontrolę na swoją siecią domową. Zdobądź wiedzę na temat MikroTik’a jednego z najbardziej elastycznych producentów sprzętu sieciowego na rynku.	69	Podstawowy	25	24	Kurs MikroTik - administracja siecią od podstaw
166	it_i_oprogramowanie	Kurs Podstawy Networkingu oraz konfiguracji sieci w Linux	Dowiedz się wszystkiego na temat konfiguracji sieci w Linuxie. Zdobądź praktyczną wiedzę na temat networkingu, niezbędną w pracy administratora oraz inżyniera sieci.	69	Podstawowy	50	21	Kurs Podstawy Networkingu oraz konfiguracji sieci w Linux
167	it_i_oprogramowanie	Kurs Excel w Twojej firmie - praktyczne zastosowania	Naucz się efektywnie wykorzystywać Excela w swojej firmie do realizacji codziennych zadań. Poznaj przydatne funkcje i narzędzia, które ułatwią Ci prowadzenie biznesu.	99	Średniozaawansowany	34	24	Kurs Excel w Twojej firmie - praktyczne zastosowania
168	it_i_oprogramowanie	Kurs Makra i VBA w Excelu dla początkujących	Zobacz jak przyspieszyć i zautomatyzować swoją pracę w Excelu. Zacznij stosować makra i VBA i zapomnij o żmudnym kopiowaniu danych i ręcznym sporządzaniu raportów!	89	Podstawowy	28	20	Kurs Makra i VBA w Excelu dla początkujących
169	it_i_oprogramowanie	Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów	Naucz się wytwarzać i dostarczać aplikacje w oparciu o Kubernetes. Zdobądź solidne podstawy i wiele praktycznych umiejętności w pracy z kontenerami.	69	Średniozaawansowany	50	20	Kurs Kubernetes od podstaw - zarządzanie i automatyzacja kontenerów
170	it_i_oprogramowanie	Kurs Sieci komputerowe dla początkujących	Zrozum zasady działania sieci, opanuj konfigurację routera, tworzenie bezpiecznych sieci WiFi i naucz się rozwiązywać typowe problemy sieciowe.	69	Podstawowy	21	21	Kurs Sieci komputerowe dla początkujących
171	it_i_oprogramowanie	Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw	Naucz się technik etycznego hakowania. Dowiedz się jak wykonywać testy penetracyjne i skutecznie zabezpieczyć swoją sieć i urządzenia.	89	Podstawowy	49	20	Kurs Ethical Hacking i cyberbezpieczeństwo od podstaw
172	it_i_oprogramowanie	Kurs Active Directory dla administratora systemu	Opanuj narzędzia Active Directory i rozwiń swoją wiedzę na temat administracji domeną Windows. Dowiedz się jak zarządzać użytkownikami, komputerami, grupami i wykonywać kopie zapasowe bazy danych.	69	Średniozaawansowany	37	20	Kurs Active Directory dla administratora systemu
173	it_i_oprogramowanie	Kurs Jak zadbać o bezpieczeństwo w IT	Dowiedz się jak unikać zagrożeń i dbać o bezpieczeństwo, jeżeli pracujesz w branży IT i na co dzień korzystasz z komputera i internetu.	59	Podstawowy	44	27	Kurs Jak zadbać o bezpieczeństwo w IT
174	it_i_oprogramowanie	Kurs Docker dla zaawansowanych	Opanuj zaawansowane techniki pracy z Dockerem i zdobądź umiejętności niezbędne do sprawnej implementacji procesów CI/CD.	69	Zaawansowany	47	26	Kurs Docker dla zaawansowanych
175	it_i_oprogramowanie	Kurs Power Pivot - analiza i modelowanie danych w Excelu	Wykorzystaj możliwości Power Pivot i naucz się optymalnie przetwarzać, analizować i modelować dowolne dane w Excelu. 	59	Średniozaawansowany	20	20	Kurs Power Pivot - analiza i modelowanie danych w Excelu
176	it_i_oprogramowanie	Kurs Evernote - zwiększ swoją produktywność	Naucz się lepiej zarządzać swoimi notatkami, dokumentami i organizować codzienną pracę dzięki Evernote. Zacznij oszczędzać czas i zwiększ swoją produktywność.	39	Podstawowy	17	15	Kurs Evernote - zwiększ swoją produktywność
177	it_i_oprogramowanie	Kurs Power Query - przetwarzanie danych w Excelu	Wykorzystaj Power Query do podejmowania optymalnych decyzji. Zostań ekspertem od pobierania, organizowania oraz analizowania danych.	49	Średniozaawansowany	26	20	Kurs Power Query - przetwarzanie danych w Excelu
178	it_i_oprogramowanie	Kurs Programowanie VBA w Excelu dla zaawansowanych	Zacznij wykorzystywać pełny potencjał VBA w Excelu i zautomatyzuj swoją pracę z danymi.	69	Zaawansowany	50	23	Kurs Programowanie VBA w Excelu dla zaawansowanych
179	it_i_oprogramowanie	Kurs Linux Ubuntu od podstaw	Dowiedz się jak prosto i szybko zmienić swój obecny system na Ubuntu. Naucz się podstaw obsługi Linuxa i opanuj pracę w konsoli.	59	Podstawowy	44	22	Kurs Linux Ubuntu od podstaw
180	it_i_oprogramowanie	Kurs PowerShell dla administratora Windows	Opanuj linię komend i naucz się automatyzować powtarzalne zadania w systemie Windows wykorzystując możliwości PowerShell.	59	Średniozaawansowany	38	20	Kurs PowerShell dla administratora Windows
181	it_i_oprogramowanie	Kurs Wydajna praca z MacOS	Wykorzystaj potencjał aplikacji, które już na starcie znajdziesz w swoim Macu. Opanuj pracę z pakietem biurowym i zaawansowanymi narzędziami MacOS w kilka godzin!	27	Średniozaawansowany	23	24	Kurs Wydajna praca z MacOS
182	it_i_oprogramowanie	Kurs Todoist - skuteczne planowanie i realizacja zadań	Poznaj sekret produktywności i naucz się efektywnie planować oraz realizować codzienne zadania z Todoist. Zacznij skuteczniej organizować swój dzień, tak aby nie zabrakło Ci czasu!	27	Podstawowy	21	20	Kurs Todoist - skuteczne planowanie i realizacja zadań
183	it_i_oprogramowanie	Kurs Podstawy bezpieczeństwa w Internecie dla każdego	Dowiedz się jak zabezpieczyć swój komputer i smartfon przed internetowymi oszustami. Poznaj metody działań cyberprzestępców i naucz się przed nimi skutecznie bronić.	59	Podstawowy	20	34	Kurs Podstawy bezpieczeństwa w Internecie dla każdego
184	it_i_oprogramowanie	Kurs MikroTik - administracja siecią od podstaw	Skonfiguruj swój domowy router od podstaw i zyskaj pełną kontrolę na swoją siecią domową. Zdobądź wiedzę na temat MikroTik’a jednego z najbardziej elastycznych producentów sprzętu sieciowego na rynku.	69	Podstawowy	25	24	Kurs MikroTik - administracja siecią od podstaw
185	it_i_oprogramowanie	Kurs Podstawy Networkingu oraz konfiguracji sieci w Linux	Dowiedz się wszystkiego na temat konfiguracji sieci w Linuxie. Zdobądź praktyczną wiedzę na temat networkingu, niezbędną w pracy administratora oraz inżyniera sieci.	69	Podstawowy	50	21	Kurs Podstawy Networkingu oraz konfiguracji sieci w Linux
186	it_i_oprogramowanie	Kurs Excel 2019 od podstaw	Poznaj Excel od podstaw w kilka godzin. Dowiedz się jak bez wysiłku wykonać kluczowe czynności, jak zautomatyzować pracę i jak rozpocząć przygodę z tabelami przestawnymi.	79	Podstawowy	55	23	Kurs Excel 2019 od podstaw
187	it_i_oprogramowanie	Kurs Microsoft Teams - efektywna praca zdalna	Wykorzystaj najnowsze technologie w pracy zdalnej. Dowiedz się jak za pomocą Microsoft Teams efektywnie zarządzać zespołem, prowadzić komunikację, dzielić się plikami i realizować projekty.	59	Podstawowy	23	32	Kurs Microsoft Teams - efektywna praca zdalna
188	it_i_oprogramowanie	Kurs Narzędzia Google w domu i firmie	Opanuj pakiet biurowy G Suite, twórz dokumenty, współpracuj z innymi osobami, zarządzaj łatwo plikami i zwiększ swoją produktywność dzięki usługom Google.	59	Podstawowy	85	45	Kurs Narzędzia Google w domu i firmie
189	it_i_oprogramowanie	Kurs Microsoft Windows Server dla początkujących	Praktyczny poradnik dla każdego administratora Windows Server. Opanuj od podstaw wszystko czego potrzebujesz do sprawnego zarządzania serwerami.	79	Podstawowy	40	24	Kurs Microsoft Windows Server dla początkujących
190	it_i_oprogramowanie	Kurs Nginx - wydajne serwery od podstaw	Dowiedz się jak zbudować wydajny i bezpieczny serwer. Opanuj instalację, konfigurację oraz administrację serwera nginx.	69	Podstawowy	31	20	Kurs Nginx - wydajne serwery od podstaw
191	it_i_oprogramowanie	Kurs MacOS dla początkujących	Naucz się sprawnie poruszać po systemie MacOS i korzystać z najważniejszych aplikacji. Poznaj prawdziwy potencjał swojego urządzenia, popraw komfort swojej pracy i zwiększ jej wydajność!	29	Podstawowy	24	24	Kurs MacOS dla początkujących
192	it_i_oprogramowanie	Kurs Organizacja pracy i zarządzanie zadaniami z Trello	Zacznij efektywnie zarządzać swoimi zadaniami i projektami dzięki Trello. Zwiększ produktywność swojego zespołu dzięki lepszej organizacji pracy i komunikacji.	39	Podstawowy	31	15	Kurs Organizacja pracy i zarządzanie zadaniami z Trello
193	it_i_oprogramowanie	Kurs E-learning z Moodle - platforma szkoleniowa od podstaw	Dowiedz się jak prowadzić nauczanie zdalne wykorzystując platformę e-learningowa Moodle. Przygotuj własny kurs online, zarządzaj jego uczestnikami i harmonogramem zajęć. 	30	Podstawowy	49	20	Kurs E-learning z Moodle - platforma szkoleniowa od podstaw
194	it_i_oprogramowanie	Kurs Microsoft Azure od podstaw	Poznaj olbrzymie możliwości Microsoft Azure, jednej z najlepszych chmur obliczeniowych na rynku. Dowiedz się jak działają jej usługi, naucz się nimi zarządzać i wykorzystywać w praktyce!	69	Podstawowy	40	35	Kurs Microsoft Azure od podstaw
195	it_i_oprogramowanie	Kurs Excel dla księgowych	Dowiedz się jak efektywnie wykorzystywać program Microsoft Excel podczas pracy w księgowości. Poznaj przydatne funkcje, narzędzia i triki, które usprawnią Twoje codzienne zadania.	69	Średniozaawansowany	26	20	Kurs Excel dla księgowych
196	it_i_oprogramowanie	Kurs Excel - wykresy i wizualizacja danych	Naucz się prezentować dane w Excelu w czytelny i zrozumiały sposób. Dowiedz się jak tworzyć i formatować wykresy, przygotowywać raporty w tabelach i korzystać z interaktywnych dashboardów.	49	Średniozaawansowany	27	27	Kurs Excel - wykresy i wizualizacja danych
197	it_i_oprogramowanie	Kurs Linux dla web developera	Automatyzuj zadania, wdrażaj aplikacje na serwer, zapewniaj im bezpieczeństwo oraz stabilność. Rozwijaj aplikacje nie wykonując żmudnych czynności administracyjnych	49	Średniozaawansowany	42	18	Kurs Linux dla web developera
198	it_i_oprogramowanie	Kurs Bezpieczeństwo aplikacji webowych	Dowiedz się jak rozpoznawać podatności, lokalizować ich przyczyny w kodzie źródłowym i chronić się przed najczęściej występującymi atakami	24	Średniozaawansowany	28	21	Kurs Bezpieczeństwo aplikacji webowych
199	it_i_oprogramowanie	Kurs Excel dla sprzedawców	Poznaj najważniejsze narzędzia i techniki pracy w Excelu. Naucz się sortować dane, tworzyć raporty i prezentować je w formie czytelnych wykresów	49	Średniozaawansowany	25	25	Kurs Excel dla sprzedawców
200	it_i_oprogramowanie	Administracja serwerem Linux	Skonfiguruj własny serwer i nim zarządzaj. Zainstaluj niezbędne usługi sieciowe: Apache, phpMyAdmin, bazę danych MySQL, serwer poczty i automatyzuj zadania	49	Zaawansowany	54	37	Administracja serwerem Linux
201	it_i_oprogramowanie	Zaawansowana administracja systemem Linux	Poznaj pełne możliwości konsoli, naucz się zarządzania procesami, usługami i zadaniami 	49	Średniozaawansowany	71	43	Zaawansowana administracja systemem Linux
202	it_i_oprogramowanie	Kurs Linux dla programisty	Opanuj szeroki zestaw technik, które powinien znać każdy programista pracujący na Linuxie	49	Średniozaawansowany	48	6	Kurs Linux dla programisty
203	it_i_oprogramowanie	Kurs Linux dla początkujących	Naucz się obsługi Linuxa w kilka godzin i zastąp nim swój obecny system!	39	Podstawowy	75	8	Kurs Linux dla początkujących
204	it_i_oprogramowanie	Kurs Docker - środowiska developerskie	Zobacz, jak łatwo możesz rozwijać i wdrażać aplikacje dzięki wykorzystaniu technologii Docker.	49	Podstawowy	56	7	Kurs Docker - środowiska developerskie
205	it_i_oprogramowanie	Wdrażanie aplikacji na serwer	Dowiedz się jak wdrożyć aplikację na serwer, zadbać o jej bezpieczeństwo i stabilność działania	27	Średniozaawansowany	70	10	Wdrażanie aplikacji na serwer
206	it_i_oprogramowanie	Jak zostać Full Stack Developerem	Wszystko czego potrzebujesz aby zostać Full-Stack Developerem	69	Średniozaawansowany	113	15	Jak zostać Full Stack Developerem
207	it_i_oprogramowanie	Kurs podstaw obsługi internetu	Internet bez tajemnic - jak korzystać z jego możliwości mądrze i bezpiecznie	18	Podstawowy	51	9	Kurs podstaw obsługi internetu
208	it_i_oprogramowanie	Kurs podstaw obsługi komputera	Obsługa komputera nie musi być trudna. Sprawdź nasze szkolenie dla zielonych!	29	Podstawowy	44	7	Kurs podstaw obsługi komputera
209	it_i_oprogramowanie	Hosting stron z Amazon Web Services	Wykorzystaj potencjał Amazon Web Services i naucz się profesjonalnie hostować strony 	26	Podstawowy	58	8	Hosting stron z Amazon Web Services
210	it_i_oprogramowanie	Jak przyspieszać i optymalizować strony	Jak osiągnąć wysoką pozycję w Google dzięki doskonałej optymalizacji strony	49	Zaawansowany	79	11	Jak przyspieszać i optymalizować strony
211	it_i_oprogramowanie	Kurs PowerPoint 2013 od podstaw	Zachwyć odbiorców niesamowitymi prezentacjami	29	Podstawowy	47	9	Kurs PowerPoint 2013 od podstaw
212	it_i_oprogramowanie	Kurs Word 2013 od podstaw	Zdobądź umiejętności niezbędne do tworzenia i edytowania dowolnych dokumentów w programie Word	29	Podstawowy	51	11	Kurs Word 2013 od podstaw
213	it_i_oprogramowanie	Kurs Excel - zaawansowane techniki	Zaawansowane techniki pracy z Excelem, których znajomość otwiera przed tobą niespotykane możliwości	29	Zaawansowany	55	9	Kurs Excel - zaawansowane techniki
214	it_i_oprogramowanie	Kurs Access - programowanie w VBA	Rozszerz możliwości programu Access za pomocą Visual Basic	29	Zaawansowany	44	8	Kurs Access - programowanie w VBA
215	it_i_oprogramowanie	Kurs Access - formularze i raporty	Zamień bazę danych w funkcjonalną i łatwą w użyciu aplikację	29	Średniozaawansowany	30	6	Kurs Access - formularze i raporty
216	it_i_oprogramowanie	Kurs Access - kwerendy	Wszystko co powinieneś wiedzieć na temat tworzenia kwerend	29	Średniozaawansowany	33	6	Kurs Access - kwerendy
217	it_i_oprogramowanie	Kurs Access 2013 od podstaw	Kurs, który pozwoli Ci błyskawicznie opanować wszystkie kluczowe funkcje programu Access	29	Podstawowy	39	8	Kurs Access 2013 od podstaw
218	it_i_oprogramowanie	Kurs Excel - zaawansowane funkcje i formuły	Poznaj obszerny zestaw przydatnych funkcji i praktyczne przykłady użycia formuł	39	Średniozaawansowany	50	10	Kurs Excel - zaawansowane funkcje i formuły
219	it_i_oprogramowanie	Kurs Excel 2013 od podstaw	Poznaj błyskawicznie Excela, w stopniu który pozwala na zupełnie samodzielną pracą	39	Podstawowy	50	10	Kurs Excel 2013 od podstaw
220	fotografia_i_wideo	Kurs Produkcja spotu reklamowego od A do Z	Dowiedz się jak zupełnie od zera przygotować spot reklamowy dla Twojej firmy, produktu lub usługi. Zbuduj własne studio, naucz się nagrywać i montować reklamy wideo małym budżetem.	49	Podstawowy	42	20	Kurs Produkcja spotu reklamowego od A do Z
221	fotografia_i_wideo	Kurs Jak nagrywać atrakcyjne wideo smartfonem	Nie potrzebujesz drogiej kamery ani aparatu... zachwycające wideo możesz nagrać swoim smartfonem! W tym kursie poznasz konkretne ustawienia, triki i aplikacje, które Ci w tym pomogą!	59	Podstawowy	61	20	Kurs Jak nagrywać atrakcyjne wideo smartfonem
222	fotografia_i_wideo	Kurs Operator kamery od podstaw	Dowiedz się jak obsługiwać kamerę telewizyjną i wykorzystać jej możliwości do tworzenia profesjonalnych materiałów na potrzeby mediów. Poznaj sprawdzone praktyki i najczęstsze błędy operatora kamery. 	49	Podstawowy	23	20	Kurs Operator kamery od podstaw
